topo,nu_c,nu_a,nu_rmsre,nu_medape,nu_n,gamma_nu_fit,gamma_nu_mean,gamma_nu_med,gamma_nu_hot_mean,gamma_nu_cold_mean,gamma_f_hot_mean,gamma_f_hot_med,gamma_f_cold_mean,gamma_f_cold_med,f_fit_hot_B,f_fit_hot_n,f_fit_cold_B,f_fit_cold_n,gfn_nu_G0,gfn_nu_d,gfn_fhot_G0,gfn_fhot_d,gfn_fcold_G0,gfn_fcold_d,gfn2_nu_G0,gfn2_nu_a,gfn2_nu_b,gfn2_nu_b_sig
Diamond,0.36390862301920246,0.7269596059575082,0.12571545103329151,0.10437295319274789,52,1.8071381249714116,1.821975691984412,1.7997349110947471,1.7690428028456766,1.8749085811231465,6.914614996976276,7.033130678239494,3.783722552308209,4.203930159397396,15.183544834421355,-0.06541624452704016,0.0025641921364210857,0.7386764576648109,1.4894338562989886,0.019538605957508094,2.163329664196626,0.11774435618983244,0.0003674640152524061,0.921259826553042,1.5770668382310022,0.015829235847369942,0.13527250203899102,False
Gyroid,0.263901428067897,0.7062595818830625,0.033163089764383195,0.026370340876894303,80,1.1290715256456092,1.129724522947066,1.1293372182079282,1.1024812970283457,1.1569677488657866,7.710019820600434,7.771041476994921,2.997097020557649,3.2849106154471412,15.643984409837055,-0.0401498237235159,1.6775803096159972e-08,1.8560980952664579,1.3250076697812485,-0.015961418116936917,3.2274913477663323,0.086757978110614,3.6212694412058583e-09,1.9786287203199444,1.4928056975971096,-0.024666558970662392,0.2567646649461536,True
