case,topo,side,mdot,Tin_C,Pin_MPa,Tout_C,Pout_MPa,Q_kW,dP_MPa,HB,done,T_mean_K,P_mean_Pa,T_other_K,rho,mu,cp,k,Pr,u,Re,f,T_wall_K,dT_streams_K,h,Nu,ok_dp,ok_dT,ok_hb,ok_done,Nu_cfd,gamma_Nu,metric,f_cfd,gamma_f,dP_gauge_MPa
14,Diamond,cold,0.050810403645833314,99.90781250000002,10.200671875000001,169.94374999999997,10.2089375,4.737521316815737,-0.008265624999998167,0.05119196006900227,完成,408.07578125,10204804.687500002,425.8296875,159.19317648504037,2.2794096323686226e-05,1309.5251685066883,0.03230626330104965,0.9239521931421595,0.5377055846117439,9760.449431778063,-5.129133019336692,416.952734375,17.75390625,3174.0104728873407,255.35527066974714,False,True,True,True,158.03587490241176,1.6158057202355527,Nu,,,
15,Diamond,cold,0.07513952947845803,110.57142857142857,9.038816326530615,181.44285714285715,9.028775510204087,6.595629004335648,0.010040816326528201,0.0484520692482956,完成,419.15714285714284,9033795.91836735,436.4469387755102,131.66002127176014,2.2640324493749355e-05,1225.6966033980964,0.03167168430745165,0.8761822883316093,0.9614592917739451,14531.999491506289,2.3563245436896962,427.80204081632655,17.28979591836736,4537.508510645301,372.36554768706804,True,True,True,True,205.75591389379673,1.8097440828809848,Nu,,,
16,Diamond,cold,0.1009679139433551,102.80784313725492,8.861725490196074,173.61764705882356,8.823313725490195,8.966533156623282,0.03841176470587904,0.08675604878351884,完成,411.3627450980392,8842519.607843133,431.4980392156863,132.6239246921628,2.230164431089512e-05,1236.477421858124,0.03113300670042541,0.8857313373576506,1.2825604942206321,19823.76079036877,5.028847595773465,421.43039215686275,20.13529411764705,5296.850086521157,442.20109705692903,True,True,True,True,257.23187304915484,1.7190758354133981,Nu,,,
17,Diamond,cold,0.1250834777777778,101.64000000000006,9.146519999999999,177.20200000000006,9.08838,11.97528793887595,0.05813999999999808,0.08456119891370033,完成,412.571,9117450.0,436.086,136.717115895058,2.2452310464985248e-05,1245.1540718020196,0.03143321263449004,0.8893963885245431,1.5413221165229702,24393.743826529455,5.112662512628721,424.3285,23.514999999999986,6057.48129888792,500.8717193752868,True,True,True,True,298.3017675654122,1.6790772762198085,Nu,,,
18,Diamond,cold,0.15050370020964363,96.0660377358491,8.910339622641509,173.56037735849063,8.821981132075472,14.852976284404773,0.08835849056603706,0.12931648744799246,完成,407.9632075471699,8866160.37735849,433.3028301886792,134.9717631864329,2.2197084096228493e-05,1246.648623456658,0.030999129220830344,0.8926690855148384,1.878540691190953,29688.673930366273,5.298414862681609,420.63301886792453,25.339622641509322,6972.113446219134,584.5721888632839,True,True,True,True,343.19367834205434,1.7033302935162238,Nu,,,
19,Diamond,cold,0.17615957924836606,99.4191176470588,9.09938235294117,148.68823529411753,8.991132352941175,11.430259705079203,0.10824999999999463,0.11596375428768783,完成,397.2036764705881,9045257.352941172,413.58235294117645,145.1024469755951,2.192934147327072e-05,1291.3828889761176,0.03074757726354236,0.921021389827497,2.045256957130822,35173.875658799734,5.093768675580051,405.39301470588225,16.378676470588346,8300.961397518888,701.6825754119094,True,True,True,True,390.97833025372455,1.794684055652276,Nu,,,
20,Diamond,cold,0.05021766239316239,104.37846153846156,8.797892307692306,196.50769230769234,8.800938461538463,5.669425052468089,-0.003046153846156585,0.03286161315319011,其他,423.5930769230769,8799415.384615384,447.44230769230774,125.57559848783715,2.2706984500460558e-05,1207.874931398534,0.03170865565448025,0.8649750921208187,0.6737016121942607,9683.59414241544,-1.5264873534134515,435.5176923076923,23.849230769230815,2827.58548166203,231.77207698510787,False,True,True,True,153.73696682647102,1.5075884594934033,Nu,,,
21,Diamond,cold,0.07486368908382068,102.32105263157894,8.711719298245615,190.28421052631586,8.704526315789476,8.103945472586286,0.0071929824561394184,0.03880409585008908,完成,419.4526315789474,8708122.807017546,443.8982456140351,126.10654918045608,2.252887613978794e-05,1212.5732182238742,0.03141884773739325,0.8694752930508398,1.0001149819324062,14550.276514002411,1.6287457669768943,431.67543859649123,24.445614035087715,3943.1805250705183,326.1967321222534,True,True,True,True,205.41212738616676,1.5880110696142897,Nu,,,
22,Diamond,cold,0.10093650943396226,100.54339622641508,9.072603773584907,188.49811320754716,9.049452830188681,11.115324075914893,0.023150943396226253,0.08393725479956574,完成,417.6707547169811,9061028.301886793,444.3801886792453,132.9084741548351,2.2600373083215065e-05,1230.1367117292189,0.031622104855448106,0.8791808374403597,1.2794165387976593,19555.648541051007,3.0393023577805143,431.02547169811317,26.7094339622642,4950.038144579371,406.85622991271265,True,True,True,True,254.13624992511637,1.6009374106708376,Nu,,,
23,Diamond,cold,0.12426900641025641,99.29615384615384,8.51725,195.92884615384608,8.461211538461539,14.708757552722803,0.056038461538461704,0.092834315368692,完成,420.76249999999993,8489230.769230768,451.06442307692305,121.888868329613,2.249622283949653e-05,1201.8428000778536,0.03131321834171383,0.8634348329688839,1.7175727124279747,24187.59959066534,4.451165092219614,435.9134615384615,30.301923076923117,5773.735686653204,479.23926300253606,True,True,True,True,293.6025983395444,1.6322718726361791,Nu,,,
24,Diamond,cold,0.1503382490079365,100.03214285714292,9.016035714285715,184.92678571428564,8.933874999999999,16.039972855235398,0.08216071428571681,0.10894281992911364,完成,415.6294642857142,8974955.357142856,444.18660714285704,132.55590388540884,2.2497995539389812e-05,1231.4782012897306,0.03145049826106286,0.8809332955393324,1.9106747435582263,29259.386198150245,4.849237019830391,429.90803571428563,28.55714285714282,6680.97698100592,552.1227525448438,True,True,True,True,338.1805311855628,1.6326272556532502,Nu,,,
32,Diamond,cold,0.0755380998389694,130.83768115942027,9.565579710144926,187.895652173913,9.547826086956519,5.279428791975824,0.017753623188406564,0.0123396568809081,完成,432.5166666666666,9556702.89855072,444.5507246376811,133.26122940366523,2.3287029803753818e-05,1217.3708268034206,0.03276157682237394,0.8653109366406098,0.9549455099419475,14203.373473827362,4.1726101221496,438.53369565217383,12.034057971014533,5218.262689002933,413.98474766570024,True,True,True,True,201.61250921178467,2.0533683613392673,Nu,,,
33,Diamond,cold,0.10180482496194826,130.16301369863015,9.881671232876714,193.97945205479448,9.851164383561644,8.006295650074886,0.03050684931507064,0.060057018948655186,完成,435.2212328767123,9866417.80821918,450.78287671232874,136.74022227326972,2.349018662842049e-05,1222.4457101492665,0.03313574431143851,0.8666012631140946,1.2542624791029129,18976.73287056952,4.050475606202759,443.0020547945205,15.56164383561645,6119.659416921574,480.0137981801645,True,True,True,True,247.59845089654078,1.9386785193609255,Nu,,,
34,Diamond,cold,0.13150782552083337,124.41406249999996,9.885968750000002,200.64687499999997,9.827031250000001,12.390816134661643,0.05893750000000075,0.1064148949006088,完成,435.68046874999993,9856500.0,457.40703125,136.3512772952852,2.350180396794161e-05,1221.2833143342189,0.03315126510241266,0.8657998708083072,1.6248330219964624,24501.34622210925,4.676240434284644,446.54374999999993,21.726562500000057,6783.596288897392,531.8425582391113,True,True,True,True,296.56195698418077,1.7933606982081014,Nu,,,
35,Diamond,cold,0.15152653664302607,122.25106382978724,9.869021276595745,194.84680851063828,9.794893617021275,13.685069829377754,0.07412765957447043,0.10957963225107388,完成,431.69893617021273,9831957.44680851,453.2191489361702,138.02965980291694,2.3361113768537863e-05,1228.0859888694997,0.032934419962060694,0.8711086011709622,1.849407565818563,28401.070010051702,4.48460728223725,442.45904255319147,21.520212765957467,7564.000650455202,596.9318306079249,True,True,True,True,329.8965046844878,1.8094518193784108,Nu,,,
37,Diamond,cold,0.050912569444444424,134.82916666666662,9.185770833333331,203.96875,9.175270833333332,4.214360516713808,0.010499999999998622,-0.00419915400550702,完成,442.5489583333333,9180520.833333332,456.3333333333333,122.8818034119825,2.3504308346016625e-05,1190.1080128093424,0.033030493969933,0.8468739742008958,0.6979973755292129,9484.557843613895,5.009287409837711,449.4411458333333,13.784375000000011,3636.601433454924,286.156645590098,True,True,True,True,150.43057896352946,1.9022505102468168,Nu,,,
38,Diamond,cold,0.0759317070707071,135.58909090909086,9.734799999999998,211.3454545454544,9.713018181818184,6.955426736526748,0.021781818181814572,0.03160182249216559,完成,446.6172727272726,9723909.090909092,463.2363636363636,129.12337543764062,2.3825224691765885e-05,1199.9148155795685,0.033629420814212295,0.8500961182203954,0.9906828475719658,13954.867217359626,4.909098852715622,454.92681818181813,16.61909090909097,4978.1458617768585,384.7436219008931,True,True,True,True,197.9367680606117,1.9437703548997924,Nu,,,
39,Diamond,cold,0.10186187801932367,131.08913043478256,9.227369565217387,207.90652173913028,9.18413043478261,9.400374321134903,0.04323913043477745,0.06962703123735331,完成,442.6478260869564,9205749.999999998,461.4315217391304,123.21359955609856,2.3516039771427884e-05,1190.6990891246846,0.03305343758409287,0.847129048663139,1.392737869097313,18966.49333986101,5.167272254728718,452.03967391304343,18.783695652174003,5952.716575638655,468.08181734457526,True,True,True,True,245.63609709212898,1.9055905173782954,Nu,,,
40,Diamond,cold,0.12538209362139918,128.90925925925922,8.71312962962963,211.2925925925925,8.642055555555554,12.26294046945581,0.07107407407407607,0.09731778268749339,完成,443.25092592592586,8677592.592592593,464.962037037037,115.18836221519854,2.336915833509579e-05,1175.0221656541548,0.03273138350740411,0.838928150721389,1.8337632489495233,23492.649334409798,5.240803601238243,454.1064814814814,21.711111111111165,6718.366172204685,533.4853614939591,True,True,True,True,284.86240149144203,1.8727826441847444,Nu,,,
41,Diamond,cold,0.15202578282828288,133.92909090909092,9.013672727272729,199.76727272727274,8.919709090909093,12.009111599088117,0.09396363636363603,0.1251427417073633,完成,439.9981818181818,8966690.90909091,456.50818181818175,120.78208413579043,2.3344171061419887e-05,1187.2950436427711,0.03273789342135988,0.8466158235181139,2.1204648600963325,28515.32602196381,4.941706449283313,448.2531818181818,16.509999999999934,8651.96806893497,686.8902892863903,True,True,True,True,327.7046174387527,2.096065336689278,Nu,,,
49,Diamond,cold,0.10098074358974359,155.8369230769231,8.537076923076922,226.1092307692308,8.503907692307694,8.22019514365346,0.03316923076922862,0.07829628417627424,完成,464.12307692307695,8520492.307692308,478.14307692307693,105.6265655321516,2.4089055843894886e-05,1152.956991325314,0.033925284363882924,0.8186709668147254,1.6105779766391417,18355.166817634563,3.4576460657680603,471.13307692307694,14.019999999999982,6974.052534344762,534.2996837827106,True,True,True,True,237.29018432414847,2.251672083716849,Nu,,,
50,Diamond,cold,0.1256812742099898,158.37798165137613,9.140504587155966,228.2192660550459,9.081688073394494,10.2830606350072,0.05881651376147268,0.08916076115210635,完成,466.44862385321096,9111096.33027523,480.71330275229354,112.74484438016486,2.43379524063772e-05,1164.3846450569051,0.03441628830278803,0.8234106427977499,1.8779768495295284,22611.32891727297,4.22477832014445,473.58096330275225,14.264678899082583,8574.553159150015,647.5460600930893,True,True,True,True,275.5402187506063,2.350096341758328,Nu,,,
1,Diamond,hot,0.048445133333333355,130.40133333333327,8.899306666666664,102.05999999999997,8.883786666666666,1.8076069166636242,0.015519999999998646,-0.04079505103145942,其他,389.38066666666657,8891546.666666664,387.20866666666666,147.70399421740916,2.1618798418227808e-05,1315.6544721936714,0.03033227738823963,0.9377096371083135,0.5525534138919393,9812.013869524262,9.82952997056247,388.2946666666666,2.171999999999912,9899.090029837396,848.2296600952864,True,False,True,True,,,f,1.3180369863658543,7.457704201203681,
2,Diamond,hot,0.07392908905228761,140.70441176470584,9.276397058823532,105.86176470588236,9.249397058823533,3.368810879244829,0.026999999999999247,0.02465547626258928,完成,396.43308823529406,9262897.058823533,391.2235294117647,149.8657516018605,2.2008918142885152e-05,1306.7536132246762,0.03095534866441665,0.9290876875000718,0.8310541249083537,14708.087661603875,7.450485196117022,393.82830882352937,5.209558823529392,7691.778781097642,645.8241551290835,True,False,True,True,,,f,1.2179642958718346,6.117162236503713,
3,Diamond,hot,0.09877763285024153,130.1282608695652,9.449934782608693,103.6152173913043,9.40286956521739,3.5083269811257765,0.047065217391303094,0.11340636113401562,完成,390.02173913043475,9426402.173913041,386.99347826086955,158.14692875045301,2.1910321368021765e-05,1347.0253872517533,0.03097556283441077,0.9528078402754002,1.052238535695089,19740.10310209821,7.6770206401858,388.50760869565215,3.0282608695652016,13780.274834342172,1156.2769604590408,True,False,True,True,,,f,1.151217102128497,6.668612398123411,
4,Diamond,hot,0.12427928160919541,131.0051724137931,9.80660344827586,106.11206896551724,9.73681034482759,4.163966340756543,0.06979310344826928,0.15972783225095732,完成,391.70862068965516,9771706.896551725,387.88448275862066,163.85517534258867,2.2139241095021903e-05,1360.4809028166321,0.03142542617159768,0.9584600236814917,1.277776573937564,24579.642068022647,7.451167231180908,389.7965517241379,3.8241379310344996,12951.639944716862,1071.19068093815,True,False,False,True,,,f,1.104360318761224,6.747043609407284,
5,Diamond,hot,0.1492699183006536,133.8670588235294,8.751764705882353,104.74823529411763,8.624329411764705,5.499872307663318,0.12743529411764776,0.11606466326639468,完成,392.45764705882345,8688047.058823528,386.79294117647055,141.43863738934948,2.161569167921268e-05,1289.816251006819,0.03020366925591178,0.9230756094028003,1.7779542518296516,30237.279054784132,8.140710390115334,389.625294117647,5.664705882352905,11548.520277515965,993.7790443462529,True,False,True,True,,,f,1.062149811487943,7.6643711669177685,
6,Diamond,hot,0.17700486904761908,144.46857142857147,9.161571428571431,107.23000000000006,8.99565714285714,8.334827902955505,0.16591428571429034,0.16880020356645348,完成,398.99928571428575,9078614.285714285,388.3607142857142,144.50794065754104,2.2000180747979117e-05,1286.3319283461176,0.03084515969375647,0.9174708513906435,2.0635255552672502,35228.85386739293,7.701125010057692,393.67999999999995,10.638571428571538,9318.895113661714,785.2367192623952,True,True,False,True,,,f,1.0322124642635981,7.460794435912799,
7,Diamond,hot,0.2024392091503267,125.5388235294118,9.213305882352943,100.97647058823529,9.012552941176471,6.427032311074343,0.20075294117647147,0.1700513043288697,完成,386.4076470588235,9112929.411764707,379.83882352941174,154.60741057677305,2.1646469498025597e-05,1345.2542379329077,0.030519868399856948,0.9541327127295492,2.205873869719141,40949.35902093758,7.62170376362771,383.12323529411765,6.568823529411759,11637.8830615409,991.0932805107842,True,False,False,True,,,f,1.0036653928342931,7.5938692496953175,
8,Diamond,hot,0.04853640476190476,149.94714285714286,8.452285714285715,106.13857142857135,8.437757142857143,2.6593297143940826,0.014528571428572334,-0.0013978087698367015,完成,401.19285714285706,8445021.42857143,394.36285714285714,131.32559970170894,2.1795978080324513e-05,1246.2445093173003,0.03030504347203072,0.8963233473951019,0.6226364791607997,9750.587661262423,8.150536636281094,397.7778571428571,6.829999999999927,4631.296470898579,397.20149188382175,True,False,True,True,,,f,1.3196732861434575,6.176177635678135,
9,Diamond,hot,0.07446447390572387,162.21060606060607,8.598287878787877,113.0333333333333,8.564848484848484,4.501335072031253,0.03343939393939266,0.04363556977740921,完成,410.7719696969697,8581568.181818182,401.1136363636364,128.42514035127775,2.2179137702509516e-05,1226.7263974955154,0.030875607984819458,0.8812047913917558,0.9768219886070156,14700.903207453655,7.793980254518971,405.942803030303,9.658333333333303,5543.57915336001,466.6571603199912,True,False,True,True,,,f,1.2180790750857906,6.398583157641085,
10,Diamond,hot,0.09926740196078435,166.23333333333335,9.054823529411767,115.84509803921566,8.997156862745099,6.190044833957556,0.057666666666667865,0.10595983352995904,完成,414.18921568627445,9025990.196078433,403.05784313725485,134.21936306280963,2.2469510661736328e-05,1237.1003907069683,0.031426532377213885,0.8845086720029893,1.2459707087728087,19344.28094568469,7.90452571011641,408.62352941176465,11.131372549019602,6614.487148636885,547.0448236403878,True,True,True,True,,,f,1.1556652192557537,6.839805835124907,
11,Diamond,hot,0.12332769371345029,161.43026315789473,8.549644736842104,118.446052631579,8.454276315789473,6.415153129326136,0.09536842105263155,0.1195231706884472,完成,413.0881578947368,8501960.526315788,403.0684210526315,125.85350052975095,2.222940578200277e-05,1217.9769570875962,0.030922213553928754,0.87558104354367,1.6508653835458234,24292.505309101747,7.941412910609048,408.07828947368415,10.019736842105317,7615.559446811167,640.1097416864083,True,True,True,True,,,f,1.106813048727542,7.175026459743105,
12,Diamond,hot,0.1490760590277778,167.17250000000007,9.002174999999998,117.64124999999997,8.872387500000002,9.02249773313834,0.1297874999999955,0.1295807995270846,完成,415.556875,8937281.25,401.15250000000003,131.9550607459231,2.2480908314242805e-05,1230.1177415995303,0.03141470844759157,0.8802935163557946,1.9032603620057722,29035.786791627703,7.755185978514078,408.3546875,14.404374999999959,7450.466443027059,616.4156108288646,True,True,True,True,,,f,1.0702614663006271,7.246066706783325,
