x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,Q_W_per_m,dP_Pa
7.121876e+00,7.136696e+00,6.990001e+00,8.000000e+00,7.295142e+00,7.969140e+00,6.542057e+00,5.783780e+00,7.035602e+00,8.000000e+00,8.000000e+00,7.892343e+00,7.802283e+00,5.893771e+00,6.212399e+00,8.000000e+00,8.000000e+00,5.597244e+00,3.000000e-01,3.000650e-01,3.667736e-01,3.000000e-01,3.052707e-01,3.000000e-01,3.408154e-01,3.210035e-01,3.628590e-01,3.000000e-01,3.000000e-01,3.000000e-01,4.531496e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.354221e-01,4.358389e-01,1.397592e+04,6.959349e+03
7.747590e+00,7.540143e+00,8.000000e+00,8.000000e+00,5.598641e+00,8.000000e+00,7.597898e+00,5.080396e+00,6.912152e+00,8.000000e+00,8.000000e+00,8.000000e+00,8.000000e+00,5.875330e+00,6.073146e+00,8.000000e+00,8.000000e+00,5.944738e+00,3.000000e-01,3.000000e-01,3.892290e-01,3.000000e-01,3.846455e-01,3.000000e-01,3.000000e-01,3.755627e-01,3.602597e-01,3.000000e-01,3.000000e-01,3.000000e-01,4.173310e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.037129e-01,5.000000e-01,1.405578e+04,7.894172e+03
6.570769e+00,8.000000e+00,7.714303e+00,8.000000e+00,6.075261e+00,8.000000e+00,7.087073e+00,4.332801e+00,6.322550e+00,8.000000e+00,8.000000e+00,7.787320e+00,8.000000e+00,5.378825e+00,4.000000e+00,8.000000e+00,8.000000e+00,6.447320e+00,3.000000e-01,3.000000e-01,3.830810e-01,3.000000e-01,3.000000e-01,3.000000e-01,4.387506e-01,4.086282e-01,4.158989e-01,3.000000e-01,3.000000e-01,3.000000e-01,4.536947e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.349441e-01,5.000000e-01,1.413711e+04,8.641151e+03
6.050372e+00,6.343905e+00,5.476493e+00,8.000000e+00,8.000000e+00,8.000000e+00,6.677863e+00,6.517007e+00,6.909152e+00,8.000000e+00,8.000000e+00,8.000000e+00,8.000000e+00,6.246159e+00,7.279665e+00,8.000000e+00,8.000000e+00,6.253178e+00,3.000000e-01,3.569972e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.337424e-01,3.000000e-01,3.625640e-01,3.106692e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,4.895951e-01,3.413564e-01,3.655611e-01,1.372907e+04,6.102713e+03
6.888710e+00,8.000000e+00,6.740675e+00,8.000000e+00,5.020746e+00,8.000000e+00,4.000000e+00,4.000000e+00,6.085744e+00,8.000000e+00,8.000000e+00,4.000000e+00,8.000000e+00,5.020879e+00,4.212032e+00,8.000000e+00,7.076484e+00,5.742436e+00,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,5.000000e-01,4.619225e-01,5.000000e-01,1.425882e+04,1.040485e+04
7.426063e+00,8.000000e+00,6.769387e+00,7.763941e+00,4.000000e+00,8.000000e+00,4.000000e+00,4.000000e+00,4.000000e+00,6.950559e+00,8.000000e+00,8.000000e+00,8.000000e+00,4.000000e+00,4.566501e+00,8.000000e+00,4.000000e+00,6.057729e+00,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,5.000000e-01,1.427548e+04,1.156136e+04
