x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,Q_W_per_m,dP_Pa
4.361005e+00,6.324442e+00,5.630975e+00,7.962620e+00,7.825293e+00,6.537581e+00,6.137730e+00,4.726377e+00,4.487575e-01,4.058237e-01,3.936806e-01,4.230353e-01,4.276067e-01,4.905722e-01,3.629056e-01,4.777522e-01,1.294533e+04,8.052258e+03
7.712487e+00,5.011905e+00,6.629899e+00,4.710329e+00,5.913342e+00,5.552762e+00,4.342984e+00,7.369324e+00,3.321738e-01,3.434138e-01,4.253386e-01,3.562036e-01,3.281284e-01,3.206010e-01,4.112820e-01,3.040782e-01,1.373504e+04,9.194975e+03
6.853709e+00,7.481314e+00,4.197914e+00,6.649220e+00,4.712782e+00,4.192091e+00,7.431650e+00,6.955715e+00,3.961569e-01,3.823474e-01,4.829433e-01,3.053372e-01,4.748697e-01,4.113089e-01,4.813899e-01,4.107141e-01,1.358583e+04,1.134832e+04
5.189514e+00,4.168792e+00,7.196974e+00,5.896562e+00,6.550511e+00,7.207823e+00,5.101793e+00,5.077485e+00,4.846278e-01,4.699281e-01,3.481845e-01,4.721439e-01,3.691475e-01,3.810838e-01,3.428523e-01,3.836281e-01,1.192783e+04,7.235898e+03
5.595404e+00,7.527083e+00,6.031889e+00,5.361854e+00,6.006615e+00,6.494545e+00,7.840106e+00,6.190984e+00,3.667387e-01,3.067515e-01,4.726430e-01,4.945712e-01,4.951251e-01,3.455789e-01,3.127135e-01,3.627921e-01,1.383357e+04,1.038699e+04
6.446826e+00,4.839546e+00,5.034904e+00,6.121401e+00,4.231066e+00,5.478603e+00,5.639140e+00,5.842217e+00,4.516925e-01,4.439507e-01,3.089734e-01,3.277401e-01,3.988941e-01,4.655501e-01,4.614807e-01,4.428779e-01,1.273385e+04,8.692936e+03
7.119294e+00,6.682971e+00,7.605530e+00,4.050773e+00,5.392807e+00,4.774056e+00,6.604797e+00,4.491185e+00,4.125507e-01,4.802476e-01,3.509531e-01,3.770684e-01,4.041075e-01,3.560556e-01,4.319726e-01,3.487691e-01,1.338475e+04,1.050560e+04
4.955159e+00,5.995449e+00,4.608438e+00,7.309710e+00,7.367579e+00,7.758663e+00,4.931098e+00,7.604516e+00,3.057341e-01,3.674380e-01,4.177719e-01,4.438757e-01,3.016326e-01,4.362807e-01,3.922632e-01,4.693882e-01,1.329291e+04,7.185214e+03
4.745081e+00,7.204973e+00,7.825718e+00,6.283288e+00,5.575682e+00,7.343122e+00,7.695732e+00,6.346955e+00,3.549824e-01,4.532172e-01,4.119970e-01,4.101406e-01,3.871813e-01,3.735835e-01,4.938489e-01,3.518401e-01,1.320683e+04,8.476724e+03
7.330856e+00,4.392510e+00,4.826734e+00,5.043759e+00,7.663228e+00,4.327299e+00,5.775696e+00,5.748746e+00,4.633997e-01,3.913929e-01,3.694241e-01,3.675481e-01,4.818375e-01,4.434568e-01,3.303357e-01,4.288315e-01,1.294429e+04,1.010411e+04
6.220151e+00,6.110364e+00,6.251216e+00,7.097055e+00,6.962424e+00,5.935132e+00,6.999410e+00,4.084108e+00,4.024316e-01,3.328549e-01,3.145288e-01,3.182192e-01,3.149076e-01,3.279078e-01,3.504191e-01,3.346982e-01,1.374211e+04,8.674998e+03
5.821602e+00,5.297886e+00,5.252094e+00,4.357159e+00,4.800656e+00,6.919859e+00,4.544294e+00,7.949093e+00,3.159016e-01,4.210219e-01,4.540009e-01,4.608367e-01,4.158321e-01,4.578397e-01,4.238200e-01,4.584607e-01,1.299996e+04,1.090836e+04
5.479418e+00,6.881246e+00,4.479678e+00,4.883936e+00,4.256470e+00,7.628215e+00,6.274550e+00,4.819420e+00,4.354631e-01,3.592229e-01,3.283500e-01,4.816771e-01,3.414160e-01,4.184270e-01,4.444381e-01,4.886736e-01,1.346357e+04,1.096173e+04
6.565251e+00,5.693784e+00,7.476725e+00,7.632812e+00,6.481425e+00,4.643761e+00,4.198355e+00,7.213781e+00,3.454190e-01,4.962273e-01,4.904738e-01,3.390840e-01,4.393195e-01,3.985537e-01,3.797531e-01,3.181552e-01,1.299924e+04,7.686274e+03
7.985801e+00,7.787607e+00,5.913603e+00,5.695628e+00,7.142922e+00,5.095226e+00,7.045078e+00,6.611811e+00,3.813260e-01,4.295837e-01,4.449535e-01,3.899510e-01,3.574229e-01,4.828161e-01,3.002206e-01,4.247667e-01,1.370303e+04,9.965922e+03
4.087192e+00,4.600129e+00,6.910756e+00,6.943893e+00,5.117190e+00,6.111321e+00,5.496181e+00,5.483891e+00,4.995073e-01,3.165784e-01,3.859789e-01,4.325679e-01,4.615947e-01,3.028842e-01,4.740121e-01,3.945740e-01,1.284603e+04,7.993134e+03
4.248560e+00,7.994858e+00,4.934344e+00,4.164044e+00,6.666352e+00,4.623323e+00,4.414571e+00,6.690339e+00,4.688856e-01,4.428610e-01,3.767699e-01,4.875755e-01,3.109662e-01,3.430286e-01,3.339683e-01,4.857946e-01,1.324376e+04,1.182144e+04
7.834698e+00,4.682336e+00,7.937373e+00,7.415170e+00,4.562510e+00,7.607623e+00,6.119856e+00,5.342862e+00,3.620423e-01,3.048618e-01,4.420051e-01,3.332649e-01,4.073194e-01,4.739368e-01,4.918419e-01,3.089253e-01,1.348718e+04,7.804997e+03
6.723754e+00,6.838238e+00,5.484814e+00,5.475155e+00,5.811166e+00,6.152834e+00,5.155816e+00,4.991700e+00,3.229004e-01,3.693829e-01,4.996096e-01,3.841321e-01,3.894837e-01,3.582172e-01,4.154894e-01,4.030341e-01,1.377304e+04,9.630144e+03
5.325329e+00,5.525701e+00,6.487707e+00,6.226892e+00,7.957980e+00,5.137682e+00,7.325867e+00,7.104002e+00,4.078809e-01,4.813811e-01,3.312740e-01,4.384661e-01,4.920808e-01,4.275044e-01,3.602770e-01,3.791984e-01,1.279350e+04,8.103961e+03
5.983019e+00,6.169179e+00,7.275869e+00,6.512496e+00,7.470244e+00,4.408546e+00,5.618931e+00,4.225305e+00,3.399666e-01,3.445699e-01,4.572796e-01,4.159472e-01,3.661068e-01,4.989575e-01,3.841664e-01,3.734720e-01,1.361426e+04,1.143621e+04
6.068977e+00,5.481657e+00,4.274807e+00,5.752024e+00,5.261586e+00,7.423970e+00,7.917934e+00,7.870396e+00,4.284612e-01,4.077431e-01,3.240926e-01,3.616377e-01,4.654627e-01,3.180492e-01,4.416493e-01,4.443077e-01,1.314976e+04,7.490218e+03
7.489278e+00,7.013528e+00,6.834758e+00,7.825927e+00,4.114737e+00,6.813056e+00,4.826918e+00,6.456902e+00,4.924444e-01,4.680649e-01,3.660721e-01,3.123086e-01,3.313438e-01,4.025311e-01,4.649004e-01,3.376719e-01,1.318718e+04,6.741330e+03
4.591034e+00,4.325990e+00,5.833804e+00,4.565821e+00,6.155423e+00,5.829030e+00,6.653311e+00,5.576300e+00,3.758370e-01,3.812345e-01,4.024087e-01,4.666435e-01,4.369436e-01,3.832439e-01,3.108599e-01,4.675960e-01,1.270077e+04,9.943995e+03
4.865095e+00,6.600963e+00,6.616531e+00,5.590166e+00,4.916253e+00,5.257235e+00,5.982309e+00,4.318784e+00,3.251101e-01,4.919641e-01,4.210507e-01,4.762644e-01,4.521752e-01,4.209564e-01,4.030220e-01,3.594179e-01,1.309561e+04,1.010872e+04
7.216701e+00,5.788485e+00,5.613562e+00,6.830617e+00,6.812883e+00,6.272539e+00,7.562364e+00,7.714418e+00,4.432693e-01,3.541606e-01,3.605169e-01,3.461507e-01,3.543939e-01,3.901452e-01,3.727851e-01,4.333604e-01,1.348372e+04,8.588142e+03
6.357675e+00,7.694846e+00,7.058488e+00,4.778444e+00,7.561295e+00,7.974246e+00,4.713780e+00,6.112332e+00,4.791763e-01,3.215976e-01,3.056213e-01,3.954788e-01,4.486684e-01,4.806824e-01,3.464571e-01,3.267489e-01,1.385736e+04,8.379070e+03
5.693844e+00,4.882384e+00,4.055657e+00,7.519505e+00,5.707636e+00,4.990098e+00,6.758633e+00,5.983368e+00,3.891543e-01,4.337907e-01,4.630548e-01,4.255691e-01,3.446187e-01,3.116875e-01,4.793062e-01,4.535175e-01,1.278646e+04,8.344158e+03
5.099371e+00,7.297744e+00,5.204995e+00,7.241595e+00,5.220587e+00,5.714329e+00,4.059265e+00,6.845891e+00,4.586921e-01,3.956263e-01,3.389754e-01,4.046371e-01,4.190322e-01,3.651704e-01,4.524387e-01,4.998670e-01,1.332872e+04,8.893746e+03
6.951157e+00,4.110267e+00,6.205995e+00,4.493889e+00,7.011456e+00,6.698264e+00,6.482978e+00,5.249811e+00,3.721873e-01,4.582131e-01,4.799950e-01,3.745225e-01,3.242537e-01,4.459816e-01,3.233738e-01,3.198544e-01,1.248490e+04,8.660365e+03
7.623385e+00,6.390644e+00,4.653677e+00,6.427798e+00,6.364363e+00,7.056339e+00,5.261370e+00,4.585302e+00,3.112193e-01,4.159821e-01,4.344744e-01,3.236562e-01,4.788059e-01,3.367066e-01,3.966494e-01,4.139876e-01,1.348894e+04,8.791690e+03
4.459373e+00,5.203181e+00,7.654571e+00,5.180458e+00,4.405522e+00,4.040824e+00,7.212504e+00,7.447899e+00,4.196113e-01,3.285662e-01,3.966045e-01,4.537455e-01,3.777590e-01,4.557014e-01,4.291079e-01,3.932464e-01,1.324528e+04,1.168144e+04
7.864847e+00,6.666257e+00,6.417343e+00,8.000000e+00,4.518735e+00,7.704496e+00,4.000000e+00,8.000000e+00,3.094336e-01,3.731182e-01,3.000000e-01,3.599720e-01,3.000000e-01,3.131605e-01,4.080060e-01,3.000000e-01,1.363221e+04,6.778544e+03
8.000000e+00,6.940225e+00,6.685926e+00,4.797422e+00,7.717164e+00,7.130682e+00,6.279355e+00,8.000000e+00,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.307116e-01,3.000000e-01,3.000000e-01,3.000000e-01,1.434720e+04,7.826796e+03
7.831948e+00,6.711872e+00,8.000000e+00,8.000000e+00,4.000000e+00,6.988874e+00,4.000000e+00,8.000000e+00,3.125348e-01,5.000000e-01,3.000000e-01,3.065671e-01,3.000000e-01,3.604310e-01,3.749201e-01,3.000000e-01,1.331467e+04,6.021354e+03
5.585260e+00,5.692829e+00,4.000000e+00,7.617586e+00,5.474769e+00,8.000000e+00,4.000000e+00,8.000000e+00,4.072226e-01,4.461697e-01,3.000000e-01,3.900486e-01,3.000000e-01,3.140147e-01,4.383134e-01,3.000000e-01,1.285863e+04,6.792242e+03
8.000000e+00,6.626926e+00,8.000000e+00,8.000000e+00,4.000000e+00,7.387137e+00,4.339287e+00,8.000000e+00,3.000000e-01,3.070943e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,1.393767e+04,6.500366e+03
8.000000e+00,5.452364e+00,8.000000e+00,8.000000e+00,4.000000e+00,6.977836e+00,4.000000e+00,8.000000e+00,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,1.308482e+04,5.865501e+03
8.000000e+00,6.799507e+00,8.000000e+00,8.000000e+00,4.846303e+00,8.000000e+00,4.000000e+00,8.000000e+00,3.000000e-01,5.000000e-01,4.252426e-01,3.000000e-01,3.000000e-01,3.821370e-01,3.000000e-01,3.000000e-01,1.324084e+04,5.458680e+03
8.000000e+00,6.159793e+00,8.000000e+00,6.251461e+00,5.650335e+00,8.000000e+00,4.000000e+00,8.000000e+00,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,1.390654e+04,8.102405e+03
8.000000e+00,7.021838e+00,7.113108e+00,4.000000e+00,8.000000e+00,5.528629e+00,8.000000e+00,8.000000e+00,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,1.448612e+04,9.137812e+03
8.000000e+00,6.800399e+00,8.000000e+00,7.005903e+00,8.000000e+00,8.000000e+00,4.072428e+00,8.000000e+00,3.000000e-01,3.000000e-01,5.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,1.394512e+04,6.010337e+03
8.000000e+00,6.950342e+00,8.000000e+00,5.431743e+00,8.000000e+00,8.000000e+00,6.609975e+00,8.000000e+00,3.000000e-01,3.000000e-01,4.255654e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,3.000000e-01,1.417064e+04,6.835442e+03
