x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,Q_W_per_m,dP_Pa
4.702296e+00,7.154954e+00,5.943536e+00,7.748344e+00,5.105609e+00,4.353127e+00,6.682484e+00,7.997230e+00,4.610709e+00,5.626042e+00,5.372341e+00,5.125023e+00,6.513440e+00,6.095408e+00,5.591269e+00,7.680143e+00,6.480501e+00,6.898150e+00,4.122049e-01,4.066772e-01,4.532359e-01,3.228313e-01,3.873851e-01,4.226785e-01,3.301544e-01,3.189778e-01,4.799076e-01,4.924162e-01,3.112941e-01,3.602998e-01,4.080233e-01,4.041166e-01,4.787312e-01,4.955382e-01,3.167611e-01,3.178071e-01,1.331219e+04,9.484552e+03
4.024121e+00,4.017155e+00,7.774611e+00,5.544152e+00,6.892262e+00,5.982418e+00,5.593358e+00,6.892341e+00,7.159629e+00,4.447439e+00,5.966270e+00,6.330136e+00,6.784276e+00,4.564699e+00,5.089719e+00,6.859339e+00,7.777829e+00,4.065478e+00,4.436863e-01,3.282034e-01,4.705155e-01,3.691583e-01,3.644042e-01,3.941720e-01,3.089849e-01,4.977200e-01,3.874562e-01,4.167606e-01,4.233090e-01,4.168591e-01,3.407074e-01,3.479089e-01,3.193523e-01,4.305590e-01,4.916750e-01,4.569062e-01,1.315270e+04,8.665533e+03
5.153683e+00,5.003627e+00,4.061617e+00,4.582599e+00,5.180073e+00,5.336764e+00,7.077777e+00,4.910511e+00,5.820308e+00,6.066082e+00,4.816238e+00,4.286778e+00,6.732714e+00,7.194834e+00,5.545314e+00,6.850126e+00,5.714170e+00,5.680841e+00,4.460685e-01,4.558813e-01,3.067865e-01,3.586479e-01,4.817249e-01,3.420228e-01,4.278923e-01,3.969438e-01,3.979752e-01,3.798387e-01,4.885156e-01,3.222519e-01,4.450981e-01,4.856599e-01,3.129305e-01,4.010767e-01,3.967042e-01,3.366572e-01,1.272689e+04,9.138464e+03
5.616832e+00,7.841859e+00,7.624171e+00,5.428827e+00,7.208897e+00,5.441003e+00,7.112008e+00,4.263454e+00,7.658628e+00,7.483626e+00,7.464867e+00,6.546287e+00,6.828745e+00,6.557800e+00,5.877896e+00,6.406041e+00,7.168987e+00,4.183975e+00,4.897875e-01,3.619179e-01,4.507131e-01,3.654721e-01,3.459673e-01,3.505344e-01,3.172703e-01,4.354019e-01,4.328035e-01,4.589189e-01,4.449592e-01,3.703372e-01,3.798175e-01,3.355807e-01,4.112449e-01,4.250498e-01,4.496480e-01,4.490019e-01,1.361372e+04,9.035342e+03
4.348116e+00,4.558796e+00,7.017748e+00,4.646548e+00,5.458823e+00,6.529887e+00,4.660250e+00,7.016143e+00,4.988910e+00,7.152741e+00,6.958420e+00,5.266182e+00,5.984680e+00,6.219862e+00,6.208951e+00,6.264468e+00,4.923997e+00,4.684715e+00,4.866387e-01,4.524668e-01,3.191400e-01,4.354734e-01,4.865830e-01,4.444709e-01,3.414807e-01,3.162546e-01,3.035197e-01,4.410448e-01,3.098932e-01,4.637469e-01,4.659204e-01,3.929827e-01,4.588701e-01,4.954805e-01,4.594049e-01,3.145643e-01,1.260289e+04,8.156996e+03
7.318067e+00,7.390780e+00,6.170928e+00,4.067750e+00,7.569548e+00,7.499741e+00,6.478662e+00,6.664137e+00,5.160777e+00,4.736966e+00,6.850643e+00,6.712746e+00,6.383876e+00,7.148469e+00,5.418539e+00,7.151542e+00,4.870813e+00,7.191676e+00,3.772358e-01,3.005105e-01,3.527230e-01,4.162383e-01,3.716883e-01,4.109988e-01,4.687698e-01,4.235548e-01,4.772121e-01,3.689268e-01,4.550001e-01,4.891609e-01,4.893061e-01,4.836128e-01,4.793746e-01,3.645082e-01,3.311525e-01,3.794395e-01,1.367418e+04,9.846496e+03
5.704398e+00,7.702781e+00,4.966359e+00,5.812824e+00,6.752110e+00,7.169055e+00,7.960988e+00,4.395416e+00,7.647039e+00,7.579049e+00,4.984449e+00,6.590512e+00,5.016806e+00,6.264800e+00,5.066393e+00,5.136199e+00,7.346180e+00,6.947940e+00,4.970948e-01,3.714855e-01,3.911581e-01,3.367266e-01,4.483639e-01,4.592239e-01,3.403939e-01,4.850309e-01,3.493741e-01,3.109263e-01,3.983609e-01,3.997573e-01,3.208333e-01,4.424818e-01,4.381772e-01,4.606503e-01,3.569261e-01,3.451715e-01,1.336227e+04,9.154998e+03
5.601683e+00,6.311963e+00,6.729728e+00,7.291753e+00,7.983163e+00,4.763887e+00,4.344160e+00,5.595886e+00,6.284198e+00,5.028084e+00,6.686168e+00,4.383730e+00,5.536468e+00,7.528758e+00,7.672990e+00,7.147317e+00,7.738909e+00,4.769378e+00,4.544681e-01,3.439298e-01,4.896857e-01,3.984951e-01,3.617832e-01,4.506526e-01,4.579452e-01,4.726343e-01,3.180514e-01,4.291598e-01,3.447811e-01,3.804382e-01,4.039124e-01,4.054295e-01,3.064531e-01,3.024508e-01,4.715677e-01,4.772087e-01,1.325420e+04,8.568896e+03
5.689282e+00,5.703976e+00,6.773041e+00,7.726658e+00,7.481909e+00,5.941359e+00,4.353240e+00,7.083151e+00,6.673074e+00,6.145979e+00,4.474338e+00,5.952029e+00,4.354923e+00,5.004343e+00,6.859447e+00,5.663757e+00,5.590201e+00,6.562933e+00,4.945036e-01,3.620218e-01,3.789001e-01,3.393176e-01,4.450466e-01,4.319872e-01,4.337984e-01,3.351613e-01,4.516390e-01,4.753179e-01,3.743875e-01,3.656474e-01,4.261723e-01,4.729092e-01,4.850309e-01,3.520399e-01,4.283448e-01,4.078645e-01,1.331746e+04,9.438208e+03
7.060366e+00,5.334371e+00,5.407528e+00,7.051310e+00,4.360661e+00,5.560255e+00,7.249623e+00,4.184464e+00,7.772980e+00,6.341922e+00,5.285314e+00,5.057167e+00,7.673554e+00,7.835940e+00,7.517525e+00,4.724410e+00,7.391607e+00,5.003437e+00,3.446043e-01,4.696725e-01,4.006350e-01,4.653599e-01,4.262633e-01,3.696784e-01,3.098490e-01,3.425791e-01,3.907206e-01,3.447051e-01,4.227585e-01,4.937494e-01,4.166599e-01,3.057374e-01,3.697089e-01,4.796455e-01,4.829104e-01,4.090302e-01,1.296194e+04,8.226350e+03
7.700987e+00,6.844625e+00,7.747509e+00,7.492336e+00,4.940180e+00,7.740532e+00,7.084459e+00,6.350080e+00,6.527402e+00,5.987249e+00,6.731306e+00,6.983902e+00,5.088172e+00,4.641279e+00,5.213607e+00,4.348693e+00,7.576357e+00,7.435012e+00,3.950894e-01,3.114818e-01,4.382047e-01,4.425458e-01,4.881513e-01,4.324062e-01,3.521952e-01,3.210963e-01,3.886124e-01,4.704292e-01,3.757074e-01,4.710388e-01,4.719107e-01,3.060313e-01,4.588814e-01,4.437256e-01,4.851429e-01,4.688942e-01,1.364261e+04,1.016839e+04
4.241983e+00,5.958041e+00,4.119620e+00,5.135783e+00,5.847207e+00,7.221835e+00,5.625424e+00,4.822227e+00,6.120482e+00,7.994215e+00,5.844196e+00,6.833233e+00,6.829152e+00,6.291120e+00,6.510026e+00,7.611939e+00,4.242631e+00,6.491480e+00,4.432273e-01,3.449683e-01,3.213056e-01,3.927115e-01,4.588655e-01,4.979488e-01,3.049750e-01,4.355970e-01,3.926947e-01,3.009670e-01,3.496253e-01,3.598169e-01,3.308989e-01,4.531209e-01,3.513195e-01,3.003733e-01,3.190500e-01,3.271903e-01,1.326996e+04,8.870057e+03
4.613902e+00,4.301173e+00,5.935037e+00,7.256619e+00,4.489631e+00,6.637979e+00,7.238981e+00,5.119684e+00,5.734183e+00,4.085100e+00,6.443638e+00,4.878377e+00,7.901003e+00,6.362448e+00,6.349562e+00,7.897007e+00,5.696484e+00,6.705778e+00,3.578944e-01,3.460907e-01,3.829365e-01,4.930268e-01,4.659839e-01,4.960304e-01,3.023612e-01,3.554745e-01,3.677259e-01,4.974578e-01,3.380364e-01,4.136400e-01,3.452104e-01,4.164314e-01,3.992105e-01,4.566752e-01,4.754186e-01,3.464936e-01,1.304991e+04,8.981877e+03
5.855188e+00,7.104177e+00,5.237364e+00,4.256443e+00,5.392730e+00,5.011236e+00,5.797024e+00,6.529607e+00,4.109663e+00,5.510441e+00,6.334558e+00,7.126559e+00,4.638822e+00,7.710344e+00,4.324228e+00,5.606700e+00,7.425740e+00,6.437702e+00,4.792166e-01,4.399121e-01,3.717153e-01,4.387978e-01,4.571450e-01,3.069802e-01,4.571790e-01,4.328713e-01,3.602404e-01,4.739778e-01,4.856764e-01,4.295789e-01,4.941754e-01,4.462927e-01,4.014811e-01,3.798810e-01,4.637745e-01,4.759533e-01,1.313938e+04,9.634788e+03
7.233803e+00,6.234655e+00,5.528009e+00,6.169405e+00,4.534052e+00,6.046387e+00,6.882566e+00,7.531172e+00,6.445521e+00,5.316031e+00,5.648331e+00,7.836471e+00,4.683667e+00,4.452347e+00,6.104520e+00,5.769329e+00,6.994222e+00,5.267425e+00,4.385401e-01,3.247897e-01,4.519145e-01,4.521288e-01,4.414553e-01,3.195135e-01,3.101494e-01,4.519843e-01,4.177159e-01,4.173215e-01,4.382107e-01,3.101005e-01,4.692654e-01,3.986836e-01,3.253098e-01,3.529437e-01,4.183974e-01,4.158054e-01,1.330480e+04,9.504447e+03
